EVENT,BOUT,WEIGHTCLASS,METHOD,ROUND,TIME,DETAILS,WINNER,LOSER,TOTAL ROUNDS,AGE.DIFF.WINNER,REACH.DIFF.WINNER,HEIGHT.DIFF.WINNER
UFC 239: Jones vs. Santos ,Edmen Shahbazyan  vs. Jack Marshman ,Middleweight Bout,Submission,1,1:12,Rear Naked Choke ,Edmen Shahbazyan,Jack Marshman,3.0,-7.926027397260274,5.0800000000000125,5.0800000000000125
UFC 239: Jones vs. Santos ,Ismail Naurdiev  vs. Chance Rencountre ,Welterweight Bout,Decision,3,5:00,Tony Weeks 27 - 30.Dave Hagen 28 - 29.Sal D'amato 27 - 29.,Chance Rencountre,Ismail Naurdiev,3.0,9.63835616438356,2.539999999999992,10.159999999999997
UFC 239: Jones vs. Santos ,Julia Avila  vs. Pannie Kianzad ,Women's Bantamweight Bout,Decision,3,5:00,Junichiro Kamijo 27 - 30.Derek Cleary 26 - 30.Patricia Morse-Jarman 26 - 30.,Julia Avila,Pannie Kianzad,3.0,3.5780821917808225,5.0800000000000125,0.0
UFC Fight Night: Ngannou vs. Dos Santos ,Francis Ngannou  vs. Junior Dos Santos ,Heavyweight Bout,KO/TKO,1,1:11,Punch to Head In Clinch ,Francis Ngannou,Junior Dos Santos,5.0,-2.5999999999999943,15.23999999999998,0.0
UFC Fight Night: Ngannou vs. Dos Santos ,Jussier Formiga  vs. Joseph Benavidez ,Flyweight Bout,KO/TKO,2,4:47,Punches to Head At Distance ,Joseph Benavidez,Jussier Formiga,3.0,0.7041095890410958,-5.0800000000000125,-2.539999999999992
UFC Fight Night: Ngannou vs. Dos Santos ,Demian Maia  vs. Anthony Rocco Martin ,Welterweight Bout,Decision,3,5:00,Chris Lee 28 - 29.Sal D'amato 28 - 29.Nick Palmer 28 - 28.,Demian Maia,Anthony Rocco Martin,3.0,12.104109589041087,-2.539999999999992,2.539999999999992
UFC Fight Night: Ngannou vs. Dos Santos ,Roosevelt Roberts  vs. Vinc Pichel ,Lightweight Bout,Decision,3,5:00,Chris Lee 28 - 29.Derek Cleary 28 - 29.Nick Vogel 28 - 29.,Vinc Pichel,Roosevelt Roberts,3.0,11.227397260273964,-2.539999999999992,-10.159999999999997
UFC Fight Night: Ngannou vs. Dos Santos ,Drew Dober  vs. Marco Polo Reyes ,Lightweight Bout,KO/TKO,1,1:07,Punches to Head At Distance ,Drew Dober,Marco Polo Reyes,3.0,-3.9506849315068493,-2.539999999999992,-7.6200000000000045
UFC Fight Night: Ngannou vs. Dos Santos ,Alonzo Menifield  vs. Paul Craig ,Light Heavyweight Bout,KO/TKO,1,3:19,Punch to Head On Ground ,Alonzo Menifield,Paul Craig,3.0,0.1095890410958944,0.0,-7.6200000000000045
UFC Fight Night: Ngannou vs. Dos Santos ,Ricardo Ramos  vs. Journey Newson ,Bantamweight Bout,Decision,3,5:00,Nick Vogel 27 - 30.Nick Palmer 27 - 30.Derek Cleary 27 - 30.,Ricardo Ramos,Journey Newson,3.0,-6.4054794520547915,12.699999999999989,10.159999999999997
UFC Fight Night: Ngannou vs. Dos Santos ,Eryk Anders  vs. Vinicius Moreira ,Light Heavyweight Bout,KO/TKO,1,1:18,Punch to Head At Distance ,Eryk Anders,Vinicius Moreira,3.0,1.8602739726027409,-2.539999999999992,-7.6200000000000045
UFC Fight Night: Ngannou vs. Dos Santos ,Jared Gordon  vs. Dan Moret ,Lightweight Bout,Decision,3,5:00,Kyle Shiely 27 - 30.Sal D'amato 27 - 30.Derek Cleary 28 - 29.,Jared Gordon,Dan Moret,3.0,-1.7945205479452042,-12.699999999999989,-7.6200000000000045
UFC Fight Night: Ngannou vs. Dos Santos ,Dalcha Lungiambula  vs. Dequan Townsend ,Light Heavyweight Bout,KO/TKO,3,0:42,Punch to Head At Distance ,Dalcha Lungiambula,Dequan Townsend,3.0,-1.2219178082191746,-7.6200000000000045,-17.78
UFC Fight Night: Ngannou vs. Dos Santos ,Emily Whitmire  vs. Amanda Ribas ,Women's Strawweight Bout,Submission,2,2:10,Rear Naked Choke ,Amanda Ribas,Emily Whitmire,3.0,-2.2602739726027394,7.619999999999976,-2.539999999999992
UFC Fight Night: Ngannou vs. Dos Santos ,Maurice Greene  vs. Junior Albini ,Heavyweight Bout,KO/TKO,1,3:38,Punch to Head At Distance ,Maurice Greene,Junior Albini,3.0,4.695890410958903,15.23999999999998,10.159999999999997
UFC Fight Night: Moicano vs. The Korean Zombie ,Renato Moicano  vs. Chan Sung Jung ,Featherweight Bout,KO/TKO,1,0:58,Punch to Head At Distance ,Chan Sung Jung,Renato Moicano,5.0,2.180821917808224,0.0,-10.159999999999997
UFC Fight Night: Moicano vs. The Korean Zombie ,Bryan Barberena  vs. Randy Brown ,Welterweight Bout,KO/TKO,3,2:54,Kick to Body At Distance ,Randy Brown,Bryan Barberena,3.0,-1.180821917808224,15.240000000000009,7.6200000000000045
UFC Fight Night: Moicano vs. The Korean Zombie ,Andre Ewell  vs. Anderson Dos Santos ,Bantamweight Bout,Decision,3,5:00,Chris Lee 28 - 29.Nikki Messer 28 - 29.Kevin James 27 - 29.,Andre Ewell,Anderson Dos Santos,3.0,-2.4958904109589,12.699999999999989,7.6200000000000045
UFC Fight Night: Moicano vs. The Korean Zombie ,Andrea Lee  vs. Montana De La Rosa ,Women's Flyweight Bout,Decision,3,5:00,Matthew Mesardjian 27 - 30.Derek Cleary 27 - 30.Eric Colon 28 - 29.,Andrea Lee,Montana De La Rosa,3.0,6.010958904109589,2.539999999999992,-2.5400000000000205
UFC Fight Night: Moicano vs. The Korean Zombie ,Kevin Holland  vs. Alessio Di Chirico ,Middleweight Bout,Decision,3,5:00,Kevin James 28 - 29.Chris Lee 28 - 29.Sal D'amato 28 - 29.,Kevin Holland,Alessio Di Chirico,3.0,-2.9013698630136986,17.78,7.6200000000000045
UFC Fight Night: Moicano vs. The Korean Zombie ,Dan Ige  vs. Kevin Aguilar ,Featherweight Bout,Decision,3,5:00,Eric Colon 28 - 29.Nikki Messer 28 - 29.Derek Cleary 27 - 29.,Dan Ige,Kevin Aguilar,3.0,-2.9123287671232845,-5.079999999999984,0.0
UFC Fight Night: Moicano vs. The Korean Zombie ,Ashley Yoder  vs. Syuri Kondo ,Women's Strawweight Bout,Decision,3,5:00,Chris Lee 26 - 30.Sal D'amato 25 - 30.Matthew Mesardjian 24 - 30.,Ashley Yoder,Syuri Kondo,3.0,1.3068493150684901,7.6200000000000045,7.6200000000000045
UFC Fight Night: Moicano vs. The Korean Zombie ,Matt Wiman  vs. Luis Pena ,Lightweight Bout,KO/TKO,3,1:14,Punches to Head On Ground ,Luis Pena,Matt Wiman,3.0,-9.799999999999997,17.78,12.699999999999989
UFC Fight Night: Moicano vs. The Korean Zombie ,Allen Crowder  vs. Jairzinho Rozenstruik ,Heavyweight Bout,KO/TKO,1,0:09,Punches to Head On Ground ,Jairzinho Rozenstruik,Allen Crowder,3.0,1.646575342465752,5.0800000000000125,-2.539999999999992
UFC Fight Night: Moicano vs. The Korean Zombie ,Ariane da Silva  vs. Molly McCann ,Women's Flyweight Bout,Decision,3,5:00,Nikki Messer 27 - 30.Kevin James 27 - 30.Derek Cleary 27 - 30.,Molly McCann,Ariane da Silva,3.0,3.734246575342464,-12.700000000000017,-5.079999999999984
UFC Fight Night: Moicano vs. The Korean Zombie ,Deron Winn  vs. Eric Spicely ,Middleweight Bout,Decision,3,5:00,Eric Colon 28 - 29.Matthew Mesardjian 28 - 29.Chris Lee 28 - 29.,Deron Winn,Eric Spicely,3.0,-2.706849315068496,-7.619999999999976,-17.78
UFC 238: Cejudo vs. Moraes ,Henry Cejudo  vs. Marlon Moraes ,UFC Bantamweight Title Bout,KO/TKO,3,4:51,Punches to Head On Ground ,Henry Cejudo,Marlon Moraes,5.0,1.2109589041095887,-7.6200000000000045,-5.079999999999984
UFC 238: Cejudo vs. Moraes ,Valentina Shevchenko  vs. Jessica Eye ,UFC Women's Flyweight Title Bout,KO/TKO,2,0:26,Kick to Head At Distance ,Valentina Shevchenko,Jessica Eye,5.0,-1.6136986301369873,0.0,-2.539999999999992
UFC 238: Cejudo vs. Moraes ,Tony Ferguson  vs. Donald Cerrone ,Lightweight Bout,KO/TKO,2,5:00,,Tony Ferguson,Donald Cerrone,3.0,-0.8767123287671197,7.6200000000000045,-5.079999999999984
UFC 238: Cejudo vs. Moraes ,Jimmie Rivera  vs. Petr Yan ,Bantamweight Bout,Decision,3,5:00,Brandon Mason 28 - 29.Sal D'amato 28 - 29.Gabriel Sabaitis 27 - 30.,Petr Yan,Jimmie Rivera,3.0,-3.624657534246573,-2.539999999999992,7.6200000000000045
UFC 238: Cejudo vs. Moraes ,Tai Tuivasa  vs. Blagoy Ivanov ,Heavyweight Bout,Decision,3,5:00,Brian Puccillo 28 - 29.Chris Lee 27 - 30.Brandon Mason 27 - 30.,Blagoy Ivanov,Tai Tuivasa,3.0,6.438356164383563,-5.0800000000000125,-7.6200000000000045
UFC 238: Cejudo vs. Moraes ,Tatiana Suarez  vs. Nina Nunes ,Women's Strawweight Bout,Decision,3,5:00,Gabriel Sabaitis 28 - 29.Ron McCarthy 28 - 29.Brian Puccillo 28 - 29.,Tatiana Suarez,Nina Nunes,3.0,-5.046575342465751,5.079999999999984,0.0
UFC 238: Cejudo vs. Moraes ,Aljamain Sterling  vs. Pedro Munhoz ,Bantamweight Bout,Decision,3,5:00,Gabriel Sabaitis 27 - 30.Ron McCarthy 27 - 30.Brian Puccillo 27 - 30.,Aljamain Sterling,Pedro Munhoz,3.0,-2.8986301369862986,15.240000000000009,2.5400000000000205
UFC 238: Cejudo vs. Moraes ,Karolina Kowalkiewicz  vs. Alexa Grasso ,Women's Strawweight Bout,Decision,3,5:00,Sal D'amato 27 - 30.Brandon Mason 27 - 30.Chris Lee 27 - 30.,Alexa Grasso,Karolina Kowalkiewicz,3.0,-7.821917808219176,5.079999999999984,5.079999999999984
UFC 238: Cejudo vs. Moraes ,Ricardo Lamas  vs. Calvin Kattar ,Featherweight Bout,KO/TKO,1,4:06,Punch to Head At Distance ,Calvin Kattar,Ricardo Lamas,3.0,-5.852054794520548,2.539999999999992,7.6200000000000045
UFC 238: Cejudo vs. Moraes ,Yan Xiaonan  vs. Angela Hill ,Women's Strawweight Bout,Decision,3,5:00,Gabriel Sabaitis 28 - 29.Ron McCarthy 28 - 29.Brian Puccillo 28 - 29.,Yan Xiaonan,Angela Hill,3.0,-4.427397260273963,-2.539999999999992,5.079999999999984
UFC 238: Cejudo vs. Moraes ,Bevon Lewis  vs. Darren Stewart ,Middleweight Bout,Decision,3,5:00,Brian Puccillo 28 - 29.Ron McCarthy 28 - 29.Gabriel Sabaitis 27 - 30.,Darren Stewart,Bevon Lewis,3.0,0.34520547945205493,-12.699999999999989,-7.6200000000000045
UFC 238: Cejudo vs. Moraes ,Eddie Wineland  vs. Grigory Popov ,Bantamweight Bout,KO/TKO,2,4:47,Punch to Head At Distance ,Eddie Wineland,Grigory Popov,3.0,-0.18904109589041695,2.539999999999992,0.0
UFC 238: Cejudo vs. Moraes ,Katlyn Cerminara  vs. Joanne Wood ,Women's Flyweight Bout,Decision,3,5:00,Sal D'amato 27 - 30.Brandon Mason 28 - 29.Chris Lee 28 - 29.,Katlyn Cerminara,Joanne Wood,3.0,-3.016438356164379,7.6200000000000045,7.6200000000000045
UFC Fight Night: Gustafsson vs. Smith ,Alexander Gustafsson  vs. Anthony Smith ,Light Heavyweight Bout,Submission,4,2:38,Rear Naked Choke ,Anthony Smith,Alexander Gustafsson,5.0,-1.5287671232876718,-7.6200000000000045,-2.5400000000000205
UFC Fight Night: Gustafsson vs. Smith ,Jimi Manuwa  vs. Aleksandar Rakic ,Light Heavyweight Bout,KO/TKO,1,0:47,Kick to Head At Distance ,Aleksandar Rakic,Jimi Manuwa,3.0,-11.975342465753428,-2.539999999999992,7.6200000000000045
UFC Fight Night: Gustafsson vs. Smith ,Makwan Amirkhani  vs. Chris Fishgold ,Featherweight Bout,Submission,2,4:25,Anaconda Choke On Ground ,Makwan Amirkhani,Chris Fishgold,3.0,3.5780821917808225,10.159999999999997,5.0800000000000125
UFC Fight Night: Gustafsson vs. Smith ,Damir Hadzovic  vs. Christos Giagos ,Lightweight Bout,Decision,3,5:00,Madelein Fagerlind 27 - 30.David Lethaby 27 - 29.Ben Cartlidge 28 - 29.,Christos Giagos,Damir Hadzovic,3.0,-3.463013698630135,2.539999999999992,2.5400000000000205
UFC Fight Night: Gustafsson vs. Smith ,Daniel Teymur  vs. Sung Bin Jo ,Featherweight Bout,Decision,3,5:00,Madelein Fagerlind 27 - 30.Dave Tirelli 27 - 30.Anders Ohlsson 28 - 29.,Daniel Teymur,Sung Bin Jo,3.0,4.454794520547949,-7.6200000000000045,-17.78
UFC Fight Night: Gustafsson vs. Smith ,Rostem Akman  vs. Sergey Khandozhko ,Welterweight Bout,Decision,3,5:00,Ben Cartlidge 28 - 29.Mark Collett 28 - 29.Andreas Gruner 28 - 29.,Sergey Khandozhko,Rostem Akman,3.0,-0.4164383561643845,5.0800000000000125,7.619999999999976
UFC Fight Night: Gustafsson vs. Smith ,Tonya Evinger  vs. Lina Lansberg ,Women's Bantamweight Bout,Decision,3,5:00,David Lethaby 26 - 30.Anders Ohlsson 27 - 30.Dave Tirelli 26 - 30.,Lina Lansberg,Tonya Evinger,3.0,-0.7726027397260253,-12.700000000000017,0.0
UFC Fight Night: Gustafsson vs. Smith ,Stevie Ray  vs. Leonardo Santos ,Lightweight Bout,KO/TKO,1,2:17,Punch to Head At Distance ,Leonardo Santos,Stevie Ray,3.0,10.139726027397266,12.699999999999989,5.079999999999984
UFC Fight Night: Gustafsson vs. Smith ,Nick Hein  vs. Frank Camacho ,Lightweight Bout,KO/TKO,2,4:56,Punches to Head At Distance ,Frank Camacho,Nick Hein,3.0,-5.068493150684937,17.78,10.160000000000025
UFC Fight Night: Gustafsson vs. Smith ,Bea Malecki  vs. Duda Santana ,Women's Bantamweight Bout,Submission,2,1:59,Rear Naked Choke ,Bea Malecki,Duda Santana,3.0,4.386301369863013,2.5400000000000205,5.079999999999984
UFC Fight Night: Gustafsson vs. Smith ,Darko Stosic  vs. Devin Clark ,Light Heavyweight Bout,Decision,3,5:00,David Lethaby 28 - 29.Mark Collett 28 - 29.Anders Ohlsson 28 - 29.,Devin Clark,Darko Stosic,3.0,1.830136986301369,-2.539999999999992,0.0
UFC Fight Night: Gustafsson vs. Smith ,Joel Alvarez  vs. Danilo Belluardo ,Lightweight Bout,KO/TKO,2,2:22,Punches to Head From Half Guard ,Joel Alvarez,Danilo Belluardo,3.0,1.3863013698630127,7.6200000000000045,7.6200000000000045
UFC Fight Night: Dos Anjos vs. Lee ,Rafael Dos Anjos  vs. Kevin Lee ,Welterweight Bout,Submission,4,3:47,Arm Triangle From Mount ,Rafael Dos Anjos,Kevin Lee,5.0,7.863013698630141,-17.78,-2.539999999999992
UFC Fight Night: Dos Anjos vs. Lee ,Antonio Carlos Junior  vs. Ian Heinisch ,Middleweight Bout,Decision,3,5:00,Derek Cleary 28 - 29.Bryan Miner 28 - 29.Tim Corrado 28 - 29.,Ian Heinisch,Antonio Carlos Junior,3.0,1.6109589041095873,-17.78,-7.6200000000000045
UFC Fight Night: Dos Anjos vs. Lee ,Megan Anderson  vs. Felicia Spencer ,Women's Featherweight Bout,Submission,1,3:24,Rear Naked Choke ,Felicia Spencer,Megan Anderson,3.0,-0.7972602739726042,-10.159999999999997,-15.240000000000009
UFC Fight Night: Dos Anjos vs. Lee ,Vicente Luque  vs. Derrick Krantz ,Welterweight Bout,KO/TKO,1,3:52,Punch to Head At Distance ,Vicente Luque,Derrick Krantz,3.0,-3.8739726027397126,7.6200000000000045,2.539999999999992
UFC Fight Night: Dos Anjos vs. Lee ,Charles Oliveira  vs. Nik Lentz ,Lightweight Bout,KO/TKO,2,2:11,Punch to Head At Distance ,Charles Oliveira,Nik Lentz,3.0,-5.180821917808217,15.240000000000009,5.0800000000000125
UFC Fight Night: Dos Anjos vs. Lee ,Davi Ramos  vs. Austin Hubbard ,Lightweight Bout,Decision,3,5:00,Bryan Miner 27 - 30.Sal D'amato 27 - 30.Eric Colon 27 - 30.,Davi Ramos,Austin Hubbard,3.0,5.131506849315073,-2.539999999999992,-10.160000000000025
UFC Fight Night: Dos Anjos vs. Lee ,Aspen Ladd  vs. Sijara Eubanks ,Women's Bantamweight Bout,Decision,3,5:00,Derek Cleary 28 - 29.Bryan Miner 27 - 29.Eric Colon 26 - 30.,Aspen Ladd,Sijara Eubanks,3.0,-9.849315068493148,-2.5400000000000205,5.079999999999984
UFC Fight Night: Dos Anjos vs. Lee ,Desmond Green  vs. Charles Jourdain ,Lightweight Bout,Decision,3,5:00,Tim Corrado 27 - 30.Bryan Miner 27 - 30.Eric Colon 28 - 29.,Desmond Green,Charles Jourdain,3.0,6.131506849315066,10.159999999999997,2.5400000000000205
UFC Fight Night: Dos Anjos vs. Lee ,Danny Roberts  vs. Michel Pereira ,Welterweight Bout,KO/TKO,1,1:47,Flying Knee Head ,Michel Pereira,Danny Roberts,3.0,-6.235616438356153,-2.5400000000000205,0.0
UFC Fight Night: Dos Anjos vs. Lee ,Michael Trizano  vs. Grant Dawson ,Featherweight Bout,Submission,2,2:27,Rear Naked Choke ,Grant Dawson,Michael Trizano,3.0,-2.1424657534246556,2.539999999999992,-2.539999999999992
UFC Fight Night: Dos Anjos vs. Lee ,Patrick Cummins  vs. Ed Herman ,Light Heavyweight Bout,KO/TKO,1,3:39,Knee to Head In Clinch ,Ed Herman,Patrick Cummins,3.0,0.12328767123288031,2.5400000000000205,-2.5400000000000205
UFC Fight Night: Dos Anjos vs. Lee ,Zak Cummings  vs. Trevin Giles ,Middleweight Bout,Submission,3,4:01,Guillotine Choke On Ground ,Zak Cummings,Trevin Giles,3.0,8.016438356164386,2.539999999999992,0.0
UFC Fight Night: Dos Anjos vs. Lee ,Julio Arce  vs. Julian Erosa ,Featherweight Bout,KO/TKO,3,1:49,Kick to Head At Distance ,Julio Arce,Julian Erosa,3.0,-0.24109589041096768,-10.159999999999997,-15.23999999999998
UFC 237: Namajunas vs. Andrade ,Rose Namajunas  vs. Jessica Andrade ,UFC Women's Strawweight Title Bout,KO/TKO,2,2:58,Slam to On Ground ,Jessica Andrade,Rose Namajunas,5.0,0.7616438356164394,-7.6200000000000045,-10.159999999999997
UFC 237: Namajunas vs. Andrade ,Jared Cannonier  vs. Anderson Silva ,Middleweight Bout,KO/TKO,1,4:47,Kick to Leg At Distance ,Jared Cannonier,Anderson Silva,3.0,-8.92876712328767,0.0,-7.6200000000000045
UFC 237: Namajunas vs. Andrade ,Jose Aldo  vs. Alexander Volkanovski ,Featherweight Bout,Decision,3,5:00,Guilherme Bravo 27 - 30.Sal D'amato 27 - 30.Dave Tirelli 27 - 30.,Alexander Volkanovski,Jose Aldo,3.0,-2.0575342465753366,2.539999999999992,-2.5400000000000205
UFC 237: Namajunas vs. Andrade ,Thiago Alves  vs. Laureano Staropoli ,Welterweight Bout,Decision,3,5:00,Sal D'amato 27 - 30.Marcelo Vilhena 27 - 30.Derek Cleary 28 - 29.,Laureano Staropoli,Thiago Alves,3.0,-9.410958904109584,2.539999999999992,10.159999999999997
UFC 237: Namajunas vs. Andrade ,Irene Aldana  vs. Bethe Correia ,Women's Bantamweight Bout,Submission,3,3:24,Armbar From Back Control ,Irene Aldana,Bethe Correia,3.0,-4.764383561643832,10.159999999999997,10.159999999999997
UFC 237: Namajunas vs. Andrade ,Rogerio Nogueira  vs. Ryan Spann ,Light Heavyweight Bout,KO/TKO,1,2:07,Punch to Head At Distance ,Ryan Spann,Rogerio Nogueira,3.0,-15.235616438356168,10.159999999999997,7.6200000000000045
UFC 237: Namajunas vs. Andrade ,Thiago Moises  vs. Kurt Holobaugh ,Lightweight Bout,Decision,3,5:00,Fabio Alves 26 - 30.Guilherme Bravo 26 - 30.Sal D'amato 27 - 30.,Thiago Moises,Kurt Holobaugh,3.0,-8.542465753424658,0.0,-5.0800000000000125
UFC 237: Namajunas vs. Andrade ,Warlley Alves  vs. Sergio Moraes ,Welterweight Bout,KO/TKO,3,4:13,Punch to Head At Distance ,Warlley Alves,Sergio Moraes,3.0,-8.457534246575342,0.0,-2.539999999999992
UFC 237: Namajunas vs. Andrade ,BJ Penn  vs. Clay Guida ,Lightweight Bout,Decision,3,5:00,Fabio Alves 28 - 29.Derek Cleary 28 - 29.Hallison Pontes 27 - 29.,Clay Guida,BJ Penn,3.0,-2.989041095890414,0.0,-5.079999999999984
UFC 237: Namajunas vs. Andrade ,Luana Carolina  vs. Priscila Cachoeira ,Women's Flyweight Bout,Decision,3,5:00,Fabio Alves 26 - 30.Dave Tirelli 26 - 30.Hallison Pontes 27 - 29.,Luana Carolina,Priscila Cachoeira,3.0,-4.81369863013699,10.159999999999997,-2.5400000000000205
UFC 237: Namajunas vs. Andrade ,Raoni Barcelos  vs. Carlos Huachin ,Bantamweight Bout,KO/TKO,2,4:49,Elbows to Head From Half Guard ,Raoni Barcelos,Carlos Huachin,3.0,9.10136986301369,0.0,7.6200000000000045
UFC 237: Namajunas vs. Andrade ,Talita Bernardo  vs. Viviane Araujo ,Women's Bantamweight Bout,KO/TKO,3,0:48,Punch to Head At Distance ,Viviane Araujo,Talita Bernardo,3.0,0.2821917808219112,0.0,0.0
UFC Fight Night: Iaquinta vs. Cowboy ,Al Iaquinta  vs. Donald Cerrone ,Lightweight Bout,Decision,5,5:00,Dave Tirelli 46 - 49.Jason Rodgers 45 - 49.Eric Colon 45 - 49.,Donald Cerrone,Al Iaquinta,5.0,4.090410958904108,7.619999999999976,7.619999999999976
UFC Fight Night: Iaquinta vs. Cowboy ,Derek Brunson  vs. Elias Theodorou ,Middleweight Bout,Decision,3,5:00,David Therien 28 - 29.Eric Colon 28 - 29.Dave Tirelli 27 - 30.,Derek Brunson,Elias Theodorou,3.0,4.4082191780821915,5.0800000000000125,0.0
UFC Fight Night: Iaquinta vs. Cowboy ,Cub Swanson  vs. Shane Burgos ,Featherweight Bout,Decision,3,5:00,David Therien 30 - 27.Declan Woods 27 - 30.Eric Colon 28 - 29.,Shane Burgos,Cub Swanson,3.0,-7.38082191780822,12.699999999999989,7.6200000000000045
UFC Fight Night: Iaquinta vs. Cowboy ,Brad Katona  vs. Merab Dvalishvili ,Bantamweight Bout,Decision,3,5:00,Declan Woods 27 - 30.Dave Tirelli 27 - 30.Jason Rodgers 27 - 30.,Merab Dvalishvili,Brad Katona,3.0,0.9397260273972634,10.159999999999997,0.0
UFC Fight Night: Iaquinta vs. Cowboy ,Walt Harris  vs. Serghei Spivac ,Heavyweight Bout,KO/TKO,1,0:50,Knees to Head In Clinch ,Walt Harris,Serghei Spivac,3.0,11.63287671232877,-2.539999999999992,5.0800000000000125
UFC Fight Night: Iaquinta vs. Cowboy ,Marc-Andre Barriault  vs. Andrew Sanchez ,Middleweight Bout,Decision,3,5:00,Declan Woods 28 - 29.David Therien 28 - 29.Eric Colon 28 - 29.,Andrew Sanchez,Marc-Andre Barriault,3.0,1.8657534246575267,0.0,0.0
UFC Fight Night: Iaquinta vs. Cowboy ,Macy Chiasson  vs. Sarah Moras ,Women's Bantamweight Bout,KO/TKO,2,2:22,Punches to Head From Mount ,Macy Chiasson,Sarah Moras,3.0,-3.2410958904109535,12.699999999999989,10.159999999999997
UFC Fight Night: Iaquinta vs. Cowboy ,Aiemann Zahabi  vs. Vince Morales ,Bantamweight Bout,Decision,3,5:00,Kyle Costello 28 - 29.Jason Rodgers 28 - 29.Dave Tirelli 28 - 29.,Vince Morales,Aiemann Zahabi,3.0,-2.983561643835614,5.0800000000000125,-2.539999999999992
UFC Fight Night: Iaquinta vs. Cowboy ,Nordine Taleb  vs. Kyle Prepolec ,Welterweight Bout,Decision,3,5:00,Saleem Haniff 27 - 30.Jason Rodgers 27 - 30.Eric Colon 27 - 30.,Nordine Taleb,Kyle Prepolec,3.0,8.227397260273975,10.159999999999997,7.619999999999976
UFC Fight Night: Iaquinta vs. Cowboy ,Kyle Nelson  vs. Matt Sayles ,Featherweight Bout,Submission,3,3:16,Arm Triangle From Mount ,Matt Sayles,Kyle Nelson,3.0,-2.8438356164383585,-7.6200000000000045,-10.159999999999997
UFC Fight Night: Iaquinta vs. Cowboy ,Arjan Bhullar  vs. Juan Adams ,Heavyweight Bout,Decision,3,5:00,Patrick Buckley 28 - 29.David Therien 28 - 29.Dave Tirelli 27 - 30.,Arjan Bhullar,Juan Adams,3.0,5.682191780821917,-12.699999999999989,-10.160000000000025
UFC Fight Night: Iaquinta vs. Cowboy ,Mitch Gagnon  vs. Cole Smith ,Bantamweight Bout,Decision,3,5:00,Patricia Vandermeer 28 - 29.Jason Rodgers 28 - 29.Dave Tirelli 27 - 30.,Cole Smith,Mitch Gagnon,3.0,-4.4876712328767,5.0800000000000125,15.240000000000009
UFC Fight Night: Jacare vs. Hermansson ,Jacare Souza  vs. Jack Hermansson ,Middleweight Bout,Decision,5,5:00,Chris Lee 47 - 48.Derek Cleary 46 - 49.Sal D'amato 47 - 48.,Jack Hermansson,Jacare Souza,5.0,-8.515068493150686,12.700000000000017,0.0
UFC Fight Night: Jacare vs. Hermansson ,Greg Hardy  vs. Dmitrii Smoliakov ,Heavyweight Bout,KO/TKO,1,2:15,Punches to Head On Ground ,Greg Hardy,Dmitrii Smoliakov,3.0,-5.983561643835614,15.23999999999998,7.6200000000000045
UFC Fight Night: Jacare vs. Hermansson ,Alex Oliveira  vs. Mike Perry ,Welterweight Bout,Decision,3,5:00,Sal D'amato 28 - 29.Derek Cleary 28 - 29.Daniel Torres 28 - 29.,Mike Perry,Alex Oliveira,3.0,-3.5671232876712367,-12.699999999999989,-2.539999999999992
UFC Fight Night: Jacare vs. Hermansson ,Glover Teixeira  vs. Ion Cutelaba ,Light Heavyweight Bout,Submission,2,3:37,Rear Naked Choke ,Glover Teixeira,Ion Cutelaba,3.0,14.139726027397263,2.539999999999992,2.5400000000000205
UFC Fight Night: Jacare vs. Hermansson ,John Lineker  vs. Cory Sandhagen ,Bantamweight Bout,Decision,3,5:00,Derek Cleary 28 - 29.Chris Lee 29 - 28.Barry Luxenberg 28 - 29.,Cory Sandhagen,John Lineker,3.0,-1.8575342465753408,7.6200000000000045,20.319999999999993
